Título|Autor|Categorias|Data de publicação|Editora|Páginas|ISBN|Lido|Período de leitura|Comentários|Sumário|Caminho da capa|imagem
Maus Conselhos Uma Armadilha Gerencial|Chris Argyris||2005|Bookman|165|9788536304212|Não|||Vender conselhos é um dos grandes negócios do nosso tempo. Chris Argyris, um dos principais pensadores organizacionais da atualidade, revê uma série de conselhos dos melhores e mais brilhantes pensadores e consultores, e conclui que, por mais que suas idéias sejam atraentes, a maioria desses conselhos simplesmente não é viável, em razão de lacunas lógicas e inconsistências. Nesta obra, o autor mostra como ser mais crítico com relação aos conselhos recebidos, como aprender novos métodos para avaliar o desempenho de funcionários e como gerar um comprometimento interno com valores e uma estratégia melhor.|/MyLibrary/Images/Books/108.png|108.png
MENTE ORGANIZADA, A - COMO PENSAR COM CLAREZA|DANIEL J. LEVITIN||02/09/2015|Objetiva2|560|9788539006991|Não|||Poderia a boa e velha organização ser o segredo fundamental para se navegar no mar de informações do mundo moderno? Enquanto notícias, textos, contas e aplicativos invadem nosso cotidiano, espera-se que tomemos rapidamente decisões cada vez maiores. Em capítulos instigantes sobre temas que vão desde a gaveta bagunçada da cozinha até cuidados com a saúde, David Levitin apresenta avanços recentes nos estudos sobre o cérebro e mostra métodos que podemos aplicar no dia a dia para adquirir uma sensação de controle sobre a maneira como organizamos nossos lares, nossos ambientes de trabalho e nossas vidas.|/MyLibrary/Images/Books/46.png|46.png
Metacompetência: uma Nova Visão de Trabalho e da Realização Pessoal|Eugênio Mussak|||Gente|0|9788573124019|Não||||/MyLibrary/Images/Books/105.png|105.png
Metodologia do trabalho cientifico|Antônio Joaquim Severino|Research|1996|Cortêz|252|9788524900501|Não|||A organização da vida de estudos da universidade. A documentação como método de estudo pessoal. Diretrizes para a leitura, análise e interpretação de textos. Diretrizes para a realização de um seminário. Diretrizes para a elaboração de uma monografia científica. Observações metodológicas referentes aos trabalhos de pós-graduação. Os pré-requisitos lógicos do trabalho científico.|/MyLibrary/Images/Books/97.png|97.png
Michaelis Dicionário Escolar Língua Portuguesa (Nova Ortografia - C/ CD-ROM)|Vários Autores||2015|Editora Melhoramentos|0|9788506054970|Não||||/MyLibrary/Images/Books/140.png|140.png
Michaelis English-Brazilian Portuguese & Brazilian Portuguese-English School Dictionary|I. T. A. Silva||17/11/2010|Companhia Melhoramentos de Sao Paulo|862|9788506054925|Não||||/MyLibrary/Images/Books/190.png|190.png
MICROTENDENCIAS|MARK J. PENN||2008|Best Seller|588|9788576841357|Não|||Em 'Microtendências', Mark J. Penn apresenta um conceito que leva o leitor a ver a vida moderna sob uma nova perspectiva. Com base na idéia de que pequenos nichos da população podem determinar o sucesso de empresas, campanhas políticas e movimentos sociais, ele define a microtendência - um padrão comportamental de um grupo de forte identidade, que está crescendo e tem desejos e anseios não atendidos pelas instituições que influenciam a vida cotidiana. Baseado em dados concretos de diversas pesquisas, o autor explica como 75 pequenas mudanças de comportamento estão determinando silenciosamente as transformações culturais. Penn afirma que é preciso analisar e interpretar todas essas informações para se compreender o que mudou na cultura convencional. Ele mostra ao leitor como identificar as microtendências e como elas podem modificar uma empresa, influenciar uma eleição ou deflagrar um movimento, ocasionando inovações na sociedade.|/MyLibrary/Images/Books/185.png|185.png
MOJO - COMO CONSEGUIR, MANTER E RECONQUISTAR O QUE|MARSHALL GOLDSMITH||2012|Nossa Cultura|238|9788580660265|Não|||Mojo, segundo a autora, é aquele espírito positivo dirigido ao que se faz agora que parte do interior e se irradia para o exterior. Marshall Goldsmith pretende mostrar como se pode conquistar e manter o Mojo - não apenas profissionalmente, mas na vida por completo.|/MyLibrary/Images/Books/195.png|195.png
MOTIVAÇAO 3.0|DANIEL PINK||2012|Elsevier|240|9788535235586|Não|||Neste livro, o autor defende que a motivação à base de recompensas e punições já não é mais eficiente, e que os fatores motivacionais vêm de dentro de cada um. É o legado deixado no mundo e o nível de satisfação pessoal e profissional que faz as pessoas buscarem um melhor desempenho e resultado no que se propõem a fazer. Este livro procura ensinar o leitor a usar esses princípios.|/MyLibrary/Images/Books/37.png|37.png
MSP 50 Artistas - Volume 1 (Em Portuguese do Brasil)|Maurício de Sousa||2009|Panini|0|9788573516289|Não||||/MyLibrary/Images/Books/12.png|12.png
Mudar: Caminhos para a transformação verdadeira (Portuguese Edition)|Flávio Gikovate||08/07/2014|MG Editores|103|9788572551090|Não||||/MyLibrary/Images/Books/143.png|143.png
NAO TRABALHE MUITO - TRABALHE CERTO!|TONY SCHWARTZ||01/01/2011|Campus/Elsevier|328|9788535241556|Não|||Inspirado no trabalho realizado com diversas empresas, entre as quais Google, Ford, Sony, Ernest & Young, Shell e IBM, este livro pretende mapear uma forma diferente de trabalhar para reenergizar os funcionários com o objetivo de atingir maior produtividade e satisfação. Ao integrar descobertas multidisciplinares da ciência do alto desempenho, o autor busca apresentar os fatores necessários para conseguir o engajamento de seus colaboradores, mostrando as quatro necessidades centrais que energizam o bom desempenho - sustentabilidade (física), segurança (emocional), autoexpressão (mental) e significância (espiritual).|/MyLibrary/Images/Books/54.png|54.png
Negociador, O: Estrategias de Negociacao Para Situacoes Extremas|Diógenes Lucca||2016|HSM|0|9788567389202|Não||||/MyLibrary/Images/Books/58.png|58.png
NEGOCIE PARA VENCER - INSTRUMENTOS PRATICOS E|WILLIAM URY||18/07/2016|HSM|216|9788565482271|Não|||Todos queremos chegar ao sim, mas e se a outra pessoa insiste em dizer não? Como negociar e ter sucesso com um chefe teimoso, com um cliente furioso ou com um colega de trabalho desleal? Em Negocie para vencer, William Ury, do Program on Negotiation da Faculdade de Direito de Harvard, apresenta uma estratégia comprovada para transformar oponentes em parceiros de negociação. Você poderá aprender a 1 - Manter o controle, mesmo sob pressão 2 - Neutralizar a agressividade 3 - Descobrir o que o outro lado realmente quer 4 - Escapar de armadilhas 5 - Usar sua energia para manter seu oponente focado na negociação 6 - Conseguir acordos que satisfaçam as necessidades dos dois lados.|https://images-na.ssl-images-amazon.com/images/I/514tbxRqkqL.jpg|kqL.jpg
Ninguém Nasce Sabendo - Crônicas sobre a Educação no Século 21 (Portuguese Edition)|Anna Veronica Mautner||04/06/2013|Summus Editorial|125|9788532309075|Não||||/MyLibrary/Images/Books/200.png|200.png
Novíssimo dicionário de economia (Portuguese Edition)|Paulo Sandroni||1999|Editora Best Seller|649|9788571236547|Não||||/MyLibrary/Images/Books/205.png|205.png
Novos Negocios No Brasil (Em Portugues do Brasil)|Silvio Meira||01/01/2013|Casa da Palavra|0|9788577344123|Não||||/MyLibrary/Images/Books/129.png|129.png
Não Há Tempo a Perder (Em Portuguese do Brasil)|Amyr Klink||2016|Tordesilhas|0|9788584190461|Não||||/MyLibrary/Images/Books/186.png|186.png
O artífice|Richard Sennett||2009|Record|360|9788501083142|Não|||Em seu livro, Richard Sennett explora o trabalho manual não industrializado. Ele conecta o esforço físico a valores éticos e discorre sobre o desejo de fazer as coisas da melhor maneira possível e sobre a frustração e os danos causados quando esse desejo nos é negado. Sennett expande o conceito de 'artesanato' e mostra o quanto é possível aprender sobre si mesmo por meio do ato de produzir manualmente.|/MyLibrary/Images/Books/147.png|147.png
O BUDA E O EXECUTIVO|BJ GALLAGHER||01/01/2014|Cultrix|200|9788531612879|Não||||/MyLibrary/Images/Books/86.png|86.png
O Capital Espiritual Da Empresa (Em Portuguese do Brasil)|Daniel Burkhard||2009|Elsevier|0|9788535232844|Não||||/MyLibrary/Images/Books/114.png|114.png
O Capital No Seculo XXI (Em Portugues do Brasil)|Thomas Piketty||01/01/2014|Intrinseca|559|9788580575811|Não||||/MyLibrary/Images/Books/115.png|115.png
O Cerebro E A Inteligencia Emocional|Daniel Goleman||01/01/2012|Objetiva|104|9788539003983|Não|||Neste livro, Daniel Goleman pretende explicar o que se sabe sobre a base cerebral da inteligência emocional. Visa explorar temas temas que vão da criatividade e desempenho ótimo, a conexão cérebro-cérebro na liderança, e como melhorar a inteligência emocional em si.|https://images-na.ssl-images-amazon.com/images/I/51mEvDN-QtL.jpg|QtL.jpg
O Código Do Talento (Em Portuguese do Brasil)|Daniel Coyle|||Agir|0|9788522011261|Não||||/MyLibrary/Images/Books/167.png|167.png
O FATOR SORTE|MAX GUNTHER||2013|Best Business|224|9788576845751|Não|||Tão certo quanto o fato de que não podemos domar a sorte é o fato de que ela pode ser determinante em nossas vidas. Mas se não é possível manipulá-la, pelo menos podemos buscar interpretá-la e nos prepararmos, caso ela mude. É isto que Max Gunther procura ensinar em 'O fator sorte', uma compilação de casos envolvendo pessoas sortudas e azaradas, submetidos a uma infinidade de teses que tentam explicar este intrigante fenômeno.|/MyLibrary/Images/Books/95.png|95.png
O gerente eficaz|Peter Ferdinand Drucker|Executives|1990|LTC|166|9788521611127|Não|||Neste livro, o autor procura demonstrar que a eficácia pode ser aprendida, afirmando que discernimento só se torna eficácia através de trabalho sistemático, tornando-se um hábito, um complexo de normas práticas. Sumário - Introdução; Como obter os dados necessários; Como escrever um plano de ação; Ação; Como tornar produtivas as reuniões; Pense e diga 'nós'; Eficácia pode ser Aprendida; Ele Conhece o seu Tempo; Com que Posso Contribuir?; Como Tornar a Produtiva a Força; Primeiro as Primeiras Coisas; Elementos da Tomada de Decisão; Decisões Eficazes; Conclusão - A Eficácia Deve Ser Aprendida; Índice Alfabético.|/MyLibrary/Images/Books/141.png|141.png
O gerente minuto|Kenneth H. Blanchard||1994|Record|112|9788501021793|Não|||Kenneth Blanchard e Spencer Johnson criaram um manual com três regras básicas que, se aplicadas corretamente em empresas, produzem resultados positivos em um curto espaço de tempo. São essas - Objetivo Minuto - Como estabelecer objetivos e padrões de desempenho e fornecer o 'feedback' de que os funcionários precisam para realizar melhor suas tarefas; Elogios-Minuto - Como obter um alto níel de desempenho e aumentar a produtividade através do reforço positivo; Repreensões-Minuto - Como recolocar vencedores em potencial no caminho certo para um desempenho superior.|/MyLibrary/Images/Books/98.png|98.png
O Instinto do Sucesso (Em Portuguese do Brasil)|Renato Grinberg||2013|Gente|0|9788573128284|Não||||/MyLibrary/Images/Books/84.png|84.png
O Lado Bom dos Seus Problemas|Maurício Horta|Psychology|15/07/2014|Super Interessante|227|9788536416199|Não|||Livros de auto-ajuda prometem receitas mágicas para a felicidade. Este faz o contrário: convida você a encarar os seus problemas. Buscando explicações na evolução da espécie humana e na neurociência, O Lado Bom dos Seus Problemas faz uma jornada pela origem de nossos fantasmas. Você verá como a raiva, o medo, a tristeza e o tédio podem trazer coisas positivas. E como a culpa, a vergonha, o ciúme e até as mentiras são necessárias para a nossa relação com os outros. Boa leitura!|/MyLibrary/Images/Books/215.png|215.png
O Ladrão de raios|Rick Riordan|Juvenile Fiction|15/12/2011|Editora Intríseca|387|9788598078397|Não|||Primeiro volume da saga Percy Jackson e os olimpianos, O ladrão de raios esteve entre os primeiros lugares na lista das séries mais vendidas do The New York Times. O autor conjuga lendas da mitologia grega com aventuras no século XXI. Nelas, os deuses do Olimpo continuam vivos, ainda se apaixonam por mortais e geram filhos metade deuses, metade humanos, como os heróis da Grécia antiga. Marcados pelo destino, eles dificilmente passam da adolescência. Poucos conseguem descobrir sua identidade. O garoto-problema Percy Jackson é um deles. Tem experiências estranhas em que deuses e monstros mitológicos parecem saltar das páginas dos livros direto para a sua vida. Pior que isso: algumas dessas criaturas estão bastante irritadas. Um artefato precioso foi roubado do Monte Olimpo e Percy é o principal suspeito. Para restaurar a paz, ele e seus amigos – jovens heróis modernos – terão de fazer mais do que capturar o verdadeiro ladrão: precisam elucidar uma traição mais ameaçadora que fúria dos deuses.|/MyLibrary/Images/Books/14.png|14.png
O LIVRO DE OURO DA LIDERANÇA|JOHN C. MAXWELL||2015|Thomas Nelson|272|9788578602345|Não|||O livro de ouro da liderança' descreve uma jornada que começou em 1964, quando ele tinha 17 anos. As lições passadas por Maxwell em 'O livro de ouro da liderança' são fundamentadas em suas experiências pessoais, ao longo se toda a sua vida como líder. Seus conselhos são importantes na escalada em busca da liderança.|/MyLibrary/Images/Books/64.png|64.png
O Livro Mostro De Manga (Em Portuguese do Brasil)|Vários Autores||2009|Lafonte|0|9788538900122|Não||||/MyLibrary/Images/Books/1.png|s1.png
O Líder do futuro|John Naisbitt|Social prediction|2007|GMT|286|9788575422946|Não|||Como se posicionar diante das aceleradas mudanças que a globalização e as inovações tecnológicas vêm impondo ao mundo dos negócios? Nesse ambiente altamente dinâmico, as empresas precisam entender as mudanças que realmente afetarão suas atividades e ter segurança na tomada de decisões. Consagrado especialista na previsão do futuro e autor de 'Megatendências', John Naisbitt revela neste livro os 11 Modelos Mentais que considera fundamentais para se guiar neste mundo assolado por informações e se antecipar ao que está por vir. Na parte I, ele detalha esses conceitos e explica o impacto que cada um deles tem sobre os negócios e a vida. Enquanto destaca histórias de grandes pensadores e mentes revolucionárias em diversas áreas, Naisbitt apresenta as seguintes diretrizes - Aprenda a discernir entre as tendências que vieram para ficar e os modismos passageiros; A obrigação de estar certo tolhe a mente; esteja aberto para as opiniões dos outros e amplie seu campo de aprendizado e crescimento; Procure descobrir e analisar os números objetivos de qualquer questão; Não se obtêm grandes resultados resolvendo problemas, mas explorando oportunidades; Só acrescente se puder subtrair; concentre-se no que de fato atende seus interesses; Não se esqueça da ecologia da tecnologia; respeite as necessidades da natureza humana. Na parte II, ele revela os principais cenários para a primeira metade do século XXI. Suas análises se estendem a cinco áreas; a cultura visual que está se sobrepondo à palavra escrita, a globalização das atividades econômicas, os avanços econômicos e políticos da China, os obstáculos à consolidação da União Européia e o aperfeiçoamento das inovações tecnológicas nas próximas décadas.|/MyLibrary/Images/Books/164.png|164.png
O lúdico nos grupos: Terapêuticos, pedagógicos e organizacionais (Portuguese Edition)|Regina Fourneaut Monteiro||30/01/2012|Editora Ágora|102|9788571830912|Não||||/MyLibrary/Images/Books/138.png|138.png
O MELHOR DO MUNDO|SETH GODIN||01/01/2008|Sextante|112|9788575424476|Não|||Este livro pretende ajudar o leitor a reconhecer se está diante de uma situação na qual deve investir seu tempo, esforço e talento ou se ficou preso num beco sem saída e a decisão mais inteligente a tomar é desistir - e ter a oportuinidade de ser o melhor|/MyLibrary/Images/Books/55.png|55.png
O Poder Da Persuasão|Robert B. Cialdini||2006|Elsevier Brasil|306|9788535221800|Não|||Explica por que algumas pessoas são extraordinariamente persuasivas e como você pode vencê-las em seu próprio jogo. Fala dos seis segredos psicológicos por trás do nosso poderoso impulso para ceder, e como persuasores habilidosos usam esses segredos sem serem notados, como se defender deles e como fazer esses segedos trabalharem a nosso favor.|/MyLibrary/Images/Books/49.png|49.png
O PODER DO FRACASSO|SARA LEWIS||01/01/2015|Sextante|256|9788543101859|Não|||Muitos dos empreendimentos humanos mais criativos e transformadores - de descobertas que renderam prêmios Nobel a invenções e obras de arte - não surgiram simplesmente por inspiração, mas graças a correções contínuas feitas após tentativas que não deram certo. Sarah Lewis lança uma nova luz sobre a importância dessas tentativas frustradas e do poder motivador que a 'quase vitória' tem sobre a determinação. Ela tece habilmente uma teoria a respeito do que de fato significa falhar e de como o fracasso é essencial para o sucesso. De pensamentos sobre o improviso do jazz, passando pela luta de Martin Luther King Jr. contra um problema na fala, até as reflexões de Al Gore sobre a perda das eleições presidenciais, ela traça o perfil de várias pessoas que alcançaram a maestria em sua área de atuação seguindo caminhos tortuosos - muitas vezes retrocedendo, perdendo, experimentando e recomeçando como amador. Usando outros exemplos das mais variadas áreas, como esportes, ciências, artes e empreendedorismo, a autora explora ideias e conceitos que costumam ser ignorados quando se fala da busca pela excelência, entre os quais - o valor da diversão e do lúdico, o momento crucial da escolha entre desistir e persistir, o peso que deve ser dado às críticas e o corajoso papel das vanguardas. Falhar é uma dádiva, mas é também um mistério, pois pode ser o fim de um plano e o início de possibilidades infinitas. 'O poder do fracasso' é uma celebração da determinação e do espírito humano.|/MyLibrary/Images/Books/151.png|151.png
O Ponto Da Virada|Malcolm Gladwell||2009|SExtante|288|9788575424834|Não|||O que faz com que um produto, um serviço ou mesmo atitudes virem moda da noite para o dia? Que tipo de mudança faz, por exemplo, com que livros desconhecidos se transformem em best-sellers? Ou o que explica o aumento do consumo de cigarros entre os adolescentes, apesar da campanha antitabagista? Neste livro Malcolm Gladwell pretende mostrar como entender fenômenos sociais desse tipo - vê-los como epidemias. O momento decisivo em que essas novidades se alastram - ou se acabam - é o que o autor chama de 'O ponto da virada'.|/MyLibrary/Images/Books/160.png|160.png
O Que O Dinheiro Nao Compra (Em Portugues do Brasil)|Michael Sandel||01/01/2012|Civilizacao Brasileira|0|9788520011485|Não||||/MyLibrary/Images/Books/177.png|177.png
O que é ética|Álvaro L. M. Valls||1991|Brasiliense|82|9788511011777|Não|||Não existe povo ou lugar que não tenha noções de bem e mal, de certo e errado. Da Grécia Antiga aos nossos dias, a ética é um conceito que sempre esteve presente em todas as sociedades. Mas apesar disso, as dúvidas são muitas. Seria a ética apenas um conjunto de convenções sociais? Teria ela um princípio supremo que atravessa toda a história da humanidade? E numa sociedade capitalista, qual a relação entre ética e lucro?|/MyLibrary/Images/Books/187.png|187.png
O SEGREDO DO TALENTO|DANIEL COYLE||06/10/2014|Sextante|128|9788543101392|Não|||Quando vemos alguém se destacar em determinada área, logo pensamos que a pessoa já nasceu com um dom para aquela atividade. Mas será que só isso explica o talento? É possível aprimorá-lo sem fazer esforço? O que você pode fazer para melhorar? Pensando nessas questões, o autor visitou e pesquisou inúmeras incubadoras de talentos mundo afora. Investigou as técnicas utilizadas por elas, entrevistou instrutores competentes, associou isso a informações sobre como a mente funciona e chegou à conclusão de que todos têm talentos, mas poucos sabem como desenvolvê-los. Para organizar todas as informações cientificamente comprovadas obtidas nessa pesquisa, o autor formulou 52 dicas simples e diretas para que qualquer pessoa desenvolva habilidades, seja qual for a sua área - artística, empresarial, esportiva, etc. Embora a neurociência por trás desse assunto seja complexa, ela parte do princípio básico de que pequenas ações, repetidas ao longo do tempo, podem gerar grandes mudanças e tornar seu cérebro mais rápido.|/MyLibrary/Images/Books/166.png|166.png
O VERDADEIRO VALOR DE TI|RICHARD HUNTER||2010|M.Books|248|9788576801047|Não|||Baseado em uma pesquisa realizada pelo MIT e pela Gartner sobre as práticas de executivos de classe mundial. O livro resume um processo pelo qual os executivos têm transformado a percepção da equipe executiva sobre TI, de gerador de custo a criador de valor. Sumário - Capítulo 1 - Pegar a estrada para o valor de TI; Capítulo 2 - Evitar as armadilhas do valor; Capítulo 3 - Mostrar valor pelo dinheiro; Capítulo 4 - Dominar o ciclo virtuoso; Capítulo 5 - Encontrar as fontes do novo valor; Capítulo 6 - Avaliar e selecionar os investimentos em TI com transparência; Capítulo 7 - Integrar tecnologia, processos de negócios e mudança; Capítulo 8 - Medir o valor produzido; Capítulo 9 - O executivo-plus; Capítulo 10 - Nunca houve melhor momento para ser um executivo.|/MyLibrary/Images/Books/197.png|197.png
O VIES OTIMISTA|TALI SHAROT||2016|Rocco|336|9788532529930|Não|||Respostas avançadas para perguntas fundamentais. Este é o mote da coleção Origem, em que grandes cientistas explicam questões importantes da existência de maneira clara, atraente e atual. Primeiro livro da britânica Tari Sharot no Brasil, O viés otimista abre a nova coleção de ciências da Rocco explicando porque o ser humano, que em geral gosta de se avaliar como racional, é muito mais otimista do que realista. E o quanto isso é importante para a nossa sobrevivência. Doutora em psicologia e neurociência pela New York University, pesquisadora da University College London e palestrante do circuito Ted Talks, a autora estuda a maneira como essa motivação otimista está programada em nosso órgão mais complexo, o cérebro, protegendo o ser humano de ter suas ações desestimuladas pelas tribulações inevitáveis da vida cotidiana. Também explica o que acontece quando há falhas nos processos cerebrais que podem levar à reversão extrema do otimismo, caso da depressão, e as diferenças fundamentais entre pessoas otimistas e pessimistas. Leitura instigante para o público em geral e especialmente para fãs de autores como Leonard Mlodinow (O andar do bêbado, Subliminar), Charles Duhigg (O poder do hábito) e outros.|/MyLibrary/Images/Books/171.png|171.png
O ócio criativo|Domenico De Masi|Creative ability in business|2000|Sextante|328|9788586796456|Não|||Domenico De Masi expôs suas idéias sobre a sociedade e o trabalho em diversos livros destinados aos amantes da Sociologia. Atento ao crescente interesse de um público mais amplo em seus conceitos e sua visão do futuro, De Masi elabora neste livro os temas da sociedade pós-industrial, do desenvolvimento sem emprego, da globalização, da criatividade e do tempo livre. Insatisfeito com o modelo social centrado na idolatria do trabalho, ele propõe um novo modelo baseado na simultaneidade entre trabalho, estudo e lazer, no qual os indivíduos são educados a privilegiar a satisfação de necessidades radicais, como a introspecção, a amizade, o amor, as atividades lúdicas e a convivência.|/MyLibrary/Images/Books/213.png|213.png
Os Próximos 100 Anos (Em Portuguese do Brasil)|George Friedman||2009|Best Seller|0|9788576843566|Não||||/MyLibrary/Images/Books/214.png|214.png
Os segredos da mente milionária|T. Harv Eker|Capitalists and financiers|2006|Editora Sextante|176|9788575422397|Não|||Neste livro o autor pretende mostrar como substituir uma mentalidade destrutiva pelos 'arquivos de riqueza', 17 modos de pensar e agir que, segundo ele, distinguem os ricos das demais pessoas.|/MyLibrary/Images/Books/65.png|65.png
OS SEGREDOS DO GERENTE 80/20|RICHARD KOCH||01/01/2014|Fontanar|208|9788539005642|Não|||Os segredos do gerente 80/20 vai lhe mostrar como se tornar uma versão mais eficaz de si mesmo e alcançar resultados excepcionais na sua vida profissional com apenas uma fração do esforço. Concentrado em dez caminhos extremamente práticos, o livro indica como construir uma carreira satisfatória sem estresse ou longas horas de trabalho, fazendo com que você realmente aproveite e se sinta satisfeito em seu emprego e sua vida.|/MyLibrary/Images/Books/161.png|161.png
Pai Rico, Pai Pobre: O que os ricos ensinam a seus filhos sobre dinheiro|Kiyosaki, Robert|Business & Economics|17/01/2017|Alta Books Editora|192|9788535206234|Não||||/MyLibrary/Images/Books/208.png|208.png
Patrimônio (Em Portuguese do Brasil)|Mauro Halfeld||2008|Globo|0|9788525047564|Não||||/MyLibrary/Images/Books/210.png|210.png
PENSE COMO UM FREAK|STEPHEN J. DUBNER||01/01/2014|Record2|252|9788501067319|Não|||Nesta obra os autores ensinam a pensar de maneira pouco convencional e a fazer as perguntas certas (e inesperadas) na hora de tomar decisões e analisar qualquer assunto.|/MyLibrary/Images/Books/176.png|176.png
Pequenas Atitudes, Grandes Mudanças. Microrresoluções Para Transformar Sua Vida (Em Portuguese do Brasil)|Caroline L. Arnold||01/01/2015|Sextante|0|9788543102443|Não||||/MyLibrary/Images/Books/23.png|23.png
Perguntas Poderosas. Construa Relacionamentos, Vença em Novos Negócios (Em Portuguese do Brasil)|Andrew Sobel||2012|QualityMark|0|9788541400282|Não||||/MyLibrary/Images/Books/45.png|45.png
PIPELINE DE LIDERANÇA - O DESENVOLVIMENTO|RAM CHARAN||2009|Elsevier|216|8535234861|Não|||Nesta obra, os autores procuraram desenvolver um modelo de seis passagens para entender as exigências de liderança necessárias em uma companhia. Esse modelo, baseado no trabalho 'Encruzilhadas críticas de carreira', é chamado de 'pipeline de liderança'. Segundo ele, o caminho de desenvolvimento de um verdadeiro líder passa por uma série de experiências variadas que acontecem em cada uma dessas seis passagens. Cada etapa do pipeline exige não só novas habilidades e conhecimento, como também mudanças na forma de pensar, agir e de encarar valores de trabalho.||pipelinedelideranca.jpg
PNL PARA A VIDA DIARIA - PROGRAMAÇAO|JOAO ANATALINO RODRIGUES||2014|Madras|144|9788537009116|Não|||A sabedoria xamânica ensina que o homem é filho do Pai Céu e da Mãe Terra. Antigas tradições sustentam que o organismo do homem é composto por quatro elementos naturais que são o Ar, a Terra, o Fogo e a Água. Ele se move em quatro direções - Norte, Sul, Leste e Oeste. A moderna psicologia identifica em seu cérebro quatro ciclos evolutivos que foram o réptil, o mamífero, o primata e, por fim, o homem. Assim, na base das nossas ações existem quatro estruturas fundamentais de comportamento que são Lutar, Curar, Criar e Saber. Essas são estruturas arquetípicas que podem ser consideradas verdadeiros Códigos da Vida, pois sobre elas a nossa personalidade é construída. Por isso o homem se comporta ora como Guerreiro, ora como Curador, e também se torna Visionário e às vezes Mestre. Utilizando as técnicas da PNL - Programação Neurolinguística, este livro pesquisa as bases da sabedoria dos povos mais próximos à natureza e nos mostra como compreender, acessar e dominar esses Códigos da Vida para aperfeiçoar nossas competências pessoais. Essa sabedoria é fundamental para que uma pessoa viva a plenitude da sua condição como Ser Humano e se torne um verdadeiro Líder Natural.|/MyLibrary/Images/Books/123.png|123.png
Poder da Presenca, O: Como a Linguagem Corporal Pode Ajudar Voce a Aumentar sua Autoconfianca e a Enfrentar os Desafio|Cuddy Amy||2016|Sextante|0|9788543103907|Não||||/MyLibrary/Images/Books/25.png|25.png
PODER SEM LIMITES|ANTHONY ROBBINS||01/01/1997|Best Seller|386|9788576844198|Não|||Não importa a idade, posição social ou profissional, para Anthony Robbins, todos são capazes de fazer, ter e ser exatamente o que quiserem. Esta obra procura revelar as principais técnicas para o sucesso baseadas no autoconhecimento e na ação. Com elas, o leitor poderá desenvolver alicerces para sua saúde mental e emocional, garantindo uma vida melhor no trabalho, com os amigos e com a família.|/MyLibrary/Images/Books/124.png|124.png
Por que trabalhamos: Como Grandes Líderes Constroem Organizações Comprometidas que Vencem|DAVE ULRICH||2010|Bookman|247|9788577808014|Não|||Consultores e autores nas áreas de treinamento e gestão de pessoas, Dave e Wendy Ulrich investiram anos de estudo para chegar às razões que justificam o nosso trabalho. O que as pessoas buscam no trabalho? Essa é uma questão fundamental também para as empresas que desejam se tornar uma 'organização abundante'.|/MyLibrary/Images/Books/38.png|38.png
Por que? Como Grandes Líderes Inspiram Ação (Em Portuguese do Brasil)|Simon Sinek||2011|Saraiva|0|9788502180291|Não||||/MyLibrary/Images/Books/20.png|20.png
Porque Algumas Pessoas Fazem Sucesso E Outras Não|Carol S. Dweck||2008|Editora Objetiva|264|9788573027624|Não|||Em 'Porque algumas pessoas fazem sucesso e outras não', a especialista em motivação e psicologia da personalidade Carol Dweck mostra o que descobriu em mais de 20 anos de pesquisa o código mental não é uma mera peculiaridade. Ele cria todo o mundo mental e determina como cada um se torna otimista ou pessimista, molda os objetivos e a atitude em relação ao trabalho e relacionamentos.|/MyLibrary/Images/Books/43.png|43.png
Prato Sujo|Marcia Kedouk|Health & Fitness|01/12/2013|Super Interessante|234|9788536416434|Não|||Sexo, dogs e hot rollComeçou com um docinho depois do almoço. Depois, era batata frita a semana toda. Essa é a história de um cérebro viciado e prostituído: ele sabe que salada é mais digna para a saúde, mas gosta mesmo é de açúcar, sal, gordura, farinha refinada - substâncias que dão tanto prazer quanto sexo, com um poder viciante comparável ao de drogas como a cocaína. A indústria da comida se aproveita dessa nossa fraqueza neurológica para tornar seus produtos cada vez mais irresistíveis, com doses cavalares desses aditivos. E pagamos por isso com a nossa saúde. Aqui você vai entender como realmente funciona essa indústria. E, para não dizer que não falamos de couve-flores, este livro também traz descobertas fresquinhas da ciência que podem revolucionar sua dieta. Bom apetite! Ou não.|/MyLibrary/Images/Books/191.png|191.png
Principio do Progresso - The Progress Principle (Em Portugues do Brasil)|Teresa Amabile / Steven Kramer||01/01/2013|Rocco|0|9788532528612|Não||||/MyLibrary/Images/Books/40.png|40.png
Principios de estatística: 900 exercícios resolvidos e propostos|Gilberto de Andrade Martins||1979|Atlas|256|9788522406043|Não|||Este livro proporciona o aprendizado dos princípios de Estatística, abrindo caminho às necessidades dos cursos profissionalizantes das redes de ensino particular e pública e aos universitários dos cursos de humanidades. O livro traz os seguintes temas - Metodologia da Pesquisa, Ferramentas Necessárias ao Cálculo Estatístico, Unidades Estatísticas e Razões, Tabulação, Estatística Gráfica, Somatórios e Produtórios, Noções sobre o Cálculo das Probabilidades, Ajustamento de Reta e Correlação, Números-índices.|/MyLibrary/Images/Books/192.png|192.png
